society,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,facing,agePossession,BHK,Location,Total Floors,Servant_Room,Study_Room,Pooja_Room,Store_Room,Carpet_Area,Built_Up_Area,Super_BuiltUp_Area,piped_gas,waste_disposal,shopping_centre,intercom,power_backup,central_ac,wifi,garden,community,staff,water_storage,visitor_parking,lift,vaastu,security,swimming,gym,luxury_score,Hospital,Mall,Mandir/Church,ATM,Bank,School,College,Metro Station,Airport,Hotel,Exhaust Fan,Fridge,Stove,Sofa,Wardrobe,Chimney,Curtains,Modular Kitchen,Dining Table,Bed,Geyser,Fan,Water Purifier,AC,Light,TV,Microwave,Washing Machine,furnishing_type
Eldeco Accolade,78,6170,2,2,2,3,,Relatively New,2, Sohna,12,0,0,0,0,,,1264,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,34,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,0,0,2,1,0,0,0,0,1,3,0,0,7,0,0,0,1
CHD Avenue ,95,7929,2,2,2,5,South,Moderately Old,2, Sector 71 Gurgaon,15,0,0,0,0,,,1198,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,2,1,0,1,0,0,2,4,0,1,1,0,0,0,1
Raheja Navodaya,110.00000000000001,4681,3,2,3,0,East,Undefined,3, Sector 92 Gurgaon,17,0,0,0,0,1850,2350,,,,,,,,,,,,,,,,,,,0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Birla Navya,330.0,15348,3,3,3,4,West,Under Construction,3, Sector 63A Gurgaon,4,1,0,0,0,1200,,2150,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,17,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,0
Housing Board Colony,30,41666,1,1,0,0,,Moderately Old,1, Sector 51 Gurgaon,2,0,1,0,0,72,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Central Park Flower Valley Aqua Front Towers,296.0,13870,4,4,3,1,,New Property,4, Sector-33 Sohna,11,1,0,0,0,2134,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,9,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,0,0,0,4,1,0,1,0,0,4,5,0,5,10,0,0,0,1
Sare Green ParC Phase ,79,6086,3,2,2,15,North,New Property,3, Sector 92 Gurgaon,19,0,0,0,0,,,1298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sare Crescent Parc Royal Greens Phase ,79,6086,3,2,2,15,,New Property,3, Sector 92 Gurgaon,19,0,0,0,0,,,1298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Godrej Nature Plus,170.0,12592,3,3,3,6,,New Property,3, Sector-33 Sohna,22,1,0,0,0,1350,,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,27,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Godrej Oasis,140.0,7567,3,3,3,4,East,Relatively New,3, Sector 88A Gurgaon,14,0,0,0,0,,,1850,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,19,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1
Sare Homes,58,4098,3,3,3,3,North-East,New Property,3, Sector 92 Gurgaon,4,0,0,0,0,,,1415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aqua Front Towers,250.0,11715,3,4,3,1,,Undefined,3, Sector 32 Gurgaon,1,0,0,0,0,1162,2134,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bestech Altura,254.99999999999997,9532,4,5,2,4,East,New Property,4, Sector 79 Gurgaon,12,1,0,0,0,,2675,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hero Homes,190.0,11249,3,3,3,16,,Under Construction,3, Sector 104 Gurgaon,36,0,0,1,0,1082,,1689,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,46,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1,0,0,0,0,1,0,1,0,0,3,0,1,5,0,0,0,0,1
MM Sierra ,125.0,10245,2,2,3,4,,New Property,2, Sector 68 Gurgaon,15,0,0,0,0,694,,1220,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1,0,0,0,4,0,0,0,0,0,0,4,0,0,9,0,0,0,1
Indiabulls Centrum Park,165.0,8250,3,3,3,15,,Relatively New,3, Sector 103 Gurgaon,18,0,1,0,0,1400,,2000,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,19,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,4,0,0,1,0,1,0,4,0,3,8,0,0,0,1
Sare Green Parc ,75,4745,3,3,3,2,East,Relatively New,3, Sector 92 Gurgaon,5,0,0,0,0,1350,1415,1454,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,0,0,1,0,0,0,6,0,0,8,0,0,0,1
DLF ExpreSS The Leaf Greens,160.0,6808,4,6,3,4,North-East,Relatively New,4, Sector 1A IMT Manesar,20,1,1,1,0,2350,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Woodshire,114.99999999999999,7496,2,2,3,0,North-East,Relatively New,2, Sector 107 Gurgaon,14,0,1,0,0,1056,,1534,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,1,5,0,4,5,0,0,0,0
Hero Homes,140.0,15826,3,2,2,4,North,Under Construction,3, Sector 104 Gurgaon,26,0,0,0,0,884.58,,1389,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vipul Lavanya,128.0,7174,3,3,3,1,North-East,Moderately Old,3, Sector 81 Gurgaon,14,1,0,1,0,1784,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,3,1,1,1,0,1,2,7,0,0,12,0,0,0,1
Signature Global Park,75,6938,3,2,3,4,East,New Property,3, Sohna,4,0,0,0,0,1081,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,47,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Suncity Vatsal Valley,100.0,13340,2,2,2,3,,New Property,2, Gwal Pahari,4,0,0,0,0,750,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,1,0,2,1,0,1,0,0,2,3,0,3,10,0,0,0,1
Signature Global Superbia,40,6728,2,2,3,2,,Under Construction,2, Sector 95 Gurgaon,20,0,0,0,0,594.52,,,,,,,,,,,,,,,,,,,,0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shree Vardhman Victoria,175.0,8974,3,4,2,16,,Relatively New,3, Sector 70 Gurgaon,18,1,0,1,0,,1950,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Heights,210.0,16653,2,2,3,8,,New Property,2, Sector 65 Gurgaon,34,0,0,0,0,800,,1261,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,17,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,2,6,0,4,6,0,0,0,0
Smart World Orchard,250.0,16139,3,3,1,1,East,Undefined,3, Sector 61 Gurgaon,1,0,0,0,0,,1549,,,,,,,,,,,,,,,,,,,0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karmyogi Apartment,229.99999999999997,6467,6,4,2,6,,Moderately Old,6, Sector 10A Gurgaon,9,0,0,0,0,3556,,,,,,,,,,,,,,,,,,,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Emaar Palm Gardens,180.0,9474,3,4,0,9,,Undefined,3, Sector 83 Gurgaon,9,0,0,0,0,,1900,,,,,,,,,,,,,,,,,,,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Smart World Orchard,200.0,12911,3,3,2,3,,New Property,3, Sector 61 Gurgaon,4,0,0,0,0,1549,,,,,,,,,,,,,,,,,,,,0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,6,0,0,0,0
Supertech Araville,100.0,6535,2,2,3,4,,Relatively New,2, Sector 79 Gurgaon,14,0,1,0,0,1530,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
Orris Aster Court,90,5671,3,3,3,8,North-East,Relatively New,3, Sector 85 Gurgaon,12,0,0,0,0,,,1587,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DLF Beverly Park,800.0,15384,5,5,3,2,North-East,Old Property,5, DLF Phase 2,2,1,1,1,0,5200,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,15,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,1,1,7,1,5,1,1,0,5,9,1,8,21,4,1,0,2
AIPL Club Residences,95,10215,2,2,1,11,North-East,New Property,2, Sector 70A Gurgaon,11,0,0,0,0,730,930,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1,0,0,0,11,1,1,1,0,0,1,1,0,3,1,0,0,0,1
Surya Vihar RWA,130.0,6500,5,5,2,2,South-East,Old Property,5, Surya Vihar,4,1,1,0,1,2200,2400,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,22,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,5,1,2,10,0,0,0,1
Mm Golf Hills,145.0,10211,2,2,3,15,,Under Construction,2, Sector 79 Gurgaon,31,0,0,0,0,1420,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Elevate,675.0,19882,4,4,0,10,,Undefined,4, Sector 50 Gurgaon,10,0,0,0,0,,3395,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Signature Global City,125.0,6082,3,3,3,4,,Under Construction,3, Sector 37D Gurgaon,4,0,0,0,0,2055,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,9,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0,0,0,0
Adani Brahma Samsara Vilasa,449.0,14254,4,4,3,3,North,New Property,4, Sector 63 Gurgaon,4,0,0,0,0,350,,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,25,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1,0,0,0,4,1,0,1,0,0,4,4,0,4,6,0,0,0,1
DLF The Grove,600.0,25000,4,4,2,1,South-West,Under Construction,4, DLF Phase 5,4,1,0,0,0,2400,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1,0,0,0,4,1,0,1,0,0,5,6,0,5,10,0,0,0,1
Suncity Vatsal Valley,153.0,10699,3,3,3,2,North-East,New Property,3, Gwal Pahari,4,0,0,0,0,1430,,,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1,0,0,0,3,1,0,1,0,0,3,3,0,4,4,0,0,0,1
Sare Green ParC Phase ,70,5279,3,2,2,4,,Relatively New,3, Sector 92 Gurgaon,19,0,0,0,0,1320,1325,1326,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1,0,0,0,2,0,0,0,0,0,2,4,0,0,5,0,0,0,0
Pivotal Devaan Apartments,39,6500,2,2,0,5,North,Undefined,2, Sector 84 Gurgaon,12,0,0,0,0,500,,600,,,,,,,,,,,,,,,,,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Signature Global Park,56,6812,2,2,3,3,South,New Property,2, Sohna,4,0,0,0,0,822,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,47,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conscient Elevate,675.0,19882,4,4,2,10,,New Property,4, Sector 59 Gurgaon,33,1,0,0,0,1855,,3395,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,17,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Signature Global City ,99,9074,3,2,3,1,,Under Construction,3, Sector 92 Gurgaon,4,0,0,0,0,,1091,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,9,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0
Godrej Air,140.0,10000,2,2,3,23,,Undefined,2, Sector 85 Gurgaon,23,0,0,0,0,900,1400,,,,,,,,,,,,,,,,,,,0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pyramid Urban,60,8571,2,2,2,14,,New Property,2, Sector 67A Gurgaon,14,0,0,0,0,,,700,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hero Homes,135.0,9565,3,2,2,18,East,New Property,3, Sector 104 Gurgaon,35,0,0,0,0,861.97,,1359,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Central Park Flower Valley,120.0,6742,3,3,0,11,,Undefined,3, Sohna,12,0,0,0,0,,1780,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supertech Araville,71.5,5522,2,2,0,9,,Under Construction,2, Sector 79 Gurgaon,13,0,0,0,0,,1295,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apna Enclave,58,6105,2,2,2,2,North-East,Old Property,2, Sector 3 Gurgaon,3,0,0,0,0,744,900,950,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,36,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,0,0,2,0,1,0,0,0,1,4,0,0,5,0,0,0,0
MM Soulitude,113.99999999999999,8000,3,3,2,2,East,Under Construction,3, Sector 89 Gurgaon,4,0,1,0,0,1423,,,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,27,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raheja Maheshwara,48,4367,2,2,2,11,,Under Construction,2, Sohna,13,0,0,0,0,,,1099,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,17,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shapoorji Pallonji Joyville Gurugram,199.0,20664,2,2,2,14,South,New Property,2, Sector 102 Gurgaon,14,0,0,0,0,963,,1349,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
Dlf  Apartment,250.0,7142,4,4,3,2,North-West,Old Property,4, Cyber City,2,1,1,1,0,,,3500,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1,0,1,0,4,0,1,1,0,0,4,6,0,2,0,0,0,0,1
Vipul Lavanya,75,5966,2,2,2,7,,Moderately Old,2, Sector 81 Gurgaon,15,0,0,0,0,1257,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0
Godrej ,250.0,11141,3,3,3,5,,Undefined,3, Sector 79 Gurgaon,5,0,0,0,0,1800,2244,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Signature Global Park,58,7056,2,2,2,3,,Undefined,2, Sohna,3,0,0,0,0,600,822,,,,,,,,,,,,,,,,,,,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ansal Heights ,64,4706,2,2,1,3,,New Property,2, Sector 86 Gurgaon,17,0,0,0,0,,1360,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,24,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aqua Front Towers,250.0,11715,3,4,3,1,,Undefined,3, Sector 32 Gurgaon,1,0,0,0,0,,2134,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Umang Winter Hills,120.0,6586,3,3,3,14,East,Undefined,3, Sector 77 Gurgaon,14,0,0,0,0,1200,1822,,,,,,,,,,,,,,,,,,,0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Orris Aster Court,93,5671,3,3,3,8,,Relatively New,3, Sector 85 Gurgaon,12,0,0,0,0,1250,1587,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Supertech Hues,80,6779,2,2,3,14,,New Property,2, Sector 68 Gurgaon,24,0,0,0,0,,1180,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,15,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2,1,0,1,0,0,1,4,1,1,10,0,0,0,1
Signature Global Synera,31,7434,1,1,1,13,North,Relatively New,1, Sector 81 Gurgaon,14,0,0,0,0,320,,417,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,53,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,1,1,0,1,1,1,1,0,0,2,2,1,1,6,2,1,0,2
"New colony, Gurgaon",80,8100,3,2,1,4,North-East,Relatively New,3, New Colony,4,0,0,0,0,990,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,19,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,0,1,3,1,0,1,0,1,3,0,0,3,18,0,0,0,1
Pyramid Urban,70,11844,2,2,1,14,North,New Property,2, Sector 67A Gurgaon,14,0,0,0,0,591,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,28,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,2,1,0,0,0,0,2,3,0,0,4,0,0,0,0
Oriental Valley CHS,150.0,8108,4,3,3,8,,Moderately Old,4, Sector 9A Gurgaon,9,0,0,0,0,1850,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,13,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,3,6,0,0,9,0,0,0,1
AVL  Gurgaon,40,10204,1,1,1,4,West,Relatively New,1, Sector 36A Gurgaon,10,0,0,0,0,392,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,1,0,2,0,0,1,0,0,0,0
Smart World Gems,110.00000000000001,9972,3,1,0,0,,Undefined,3, Sector 89 Gurgaon,1,0,0,0,0,,1103,,,,,,,,,,,,,,,,,,,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
