society,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,facing,agePossession,BHK,Location,Total Floors,Servant_Room,Study_Room,Pooja_Room,Store_Room,Carpet_Area,Built_Up_Area,Super_BuiltUp_Area,piped_gas,waste_disposal,shopping_centre,intercom,power_backup,central_ac,wifi,garden,community,staff,water_storage,visitor_parking,lift,vaastu,security,swimming,gym,luxury_score,Hospital,Mall,Mandir/Church,ATM,Bank,School,College,Metro Station,Airport,Hotel,Exhaust Fan,Fridge,Stove,Sofa,Wardrobe,Chimney,Curtains,Modular Kitchen,Dining Table,Bed,Geyser,Fan,Water Purifier,AC,Light,TV,Microwave,Washing Machine,furnishing_type
HSIIDC Sidco Aravali,90,3477,3,3,3,2,,Old Property,3, Sector 1 Imt Manesar,9,1,0,0,0,,1900,2588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,3,0,10,0,1,0,3,5,1,3,10,1,0,0,2
Bestech Park View Ananda,135.0,7541,3,3,3,8,North,Old Property,3, Sector 81 Gurgaon,15,0,0,0,0,1790,,,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,47,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Smartworld One DXP,200.0,11074,3,3,3,12,North,Undefined,3, Sector 113 Gurgaon,12,0,0,0,0,1350,1806,,,,,,,,,,,,,,,,,,,0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tulip Lemon,60,11407,2,1,1,11,,Undefined,2, Sector 69 Gurgaon,11,0,0,0,0,526,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Raheja Vedaanta,100.0,4854,2,2,2,0,North,Undefined,2, Sector 108 Gurgaon,6,0,0,0,0,1890,2060,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sare Crescent Parc,87,4971,4,4,2,2,East,Moderately Old,4, Sector 92 Gurgaon,4,0,0,0,1,,,1750,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,4,1,0,1,1,0,2,7,1,2,6,0,1,0,2
Paras Irene,130.0,9219,2,2,3,19,,Moderately Old,2, Sector 70A Gurgaon,20,0,0,0,0,1410,,1420,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0,1,0,2,1,0,1,0,0,2,5,1,0,5,0,0,0,1
Signature The Roselia,48,7164,2,2,2,6,,Relatively New,2, Sector 95A Gurgaon,13,0,0,0,0,670,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,9,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0
MM Woodshire,94,6881,2,2,3,1,East,Moderately Old,2, Sector 107 Gurgaon,14,0,0,0,0,,,1366,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,47,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0,0,0,2,0,0,0,0,0,2,5,0,3,0,0,0,0,1
Unitech Sunbreeze,75,6849,2,2,2,4,,Under Construction,2, Sector 69 Gurgaon,12,0,0,0,0,,,1095,,,,,,,,,,,,,,,,,,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Signature Andour Heights,65,10172,2,2,1,10,South-West,Relatively New,2, Sector 71 Gurgaon,13,0,0,0,0,542,,639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,2,0,0,1,0,0,1,3,0,0,3,0,0,0,1
Central Park Flower Valley Aqua Front Towers,170.0,9449,3,3,3,5,East,New Property,3, Sector-33 Sohna,13,0,0,0,0,1590,,1799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,23,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,3,4,0,3,6,0,0,0,1
RWA,48,6000,3,2,1,1,North-East,New Property,3, Sector 7 Gurgaon,4,0,0,0,0,800,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,13,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Radhakrishna society,55,5000,2,2,1,1,West,Moderately Old,2, Sector 23A Gurgaon,4,0,0,0,0,,,1100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,20,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1
AIPL Joy Square,70,10101,1,1,0,7,,Undefined,1, Sector 63A Gurgaon,7,0,0,0,0,350,693,,,,,,,,,,,,,,,,,,,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Signature Global City A,155.0,14783,2,2,2,2,,Under Construction,2, Sector 63A Gurgaon,4,0,0,0,0,1050,,,,,,,,,,,,,,,,,,,,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Housing Board Colony,30,7317,1,1,2,0,South,Old Property,1, Sector 51 Gurgaon,1,0,0,0,0,410,,510,,,,,,,,,,,,,,,,,,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Vatika Gurgaon ,87,6987,2,2,2,3,East,Moderately Old,2, Sector 83 Gurgaon,18,0,0,0,0,,,1245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,13,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,5,0,0,0,1,3,0,0,5,0,0,0,0
Today Callidora,100.0,7692,2,2,2,13,,New Property,2, Sector 73 Gurgaon,13,0,0,0,0,1300,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ireo The Corridors,130.0,10031,2,2,2,0,,Undefined,2, Sector 67A Gurgaon,13,0,0,0,0,,1296,,,,,,,,,,,,,,,,,,,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dlf ,400.0,11428,4,4,2,4,,Under Construction,4, New Gurgaon,10,1,1,0,0,3500,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,6,1,0,1,0,0,0,8,0,0,24,0,1,0,2
ATS Marigold,185.0,8604,3,3,3,12,South-West,New Property,3, Sector 89 A Gurgaon,22,1,0,0,0,,,2150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,20,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shree Vardhman Victoria,175.0,8974,3,5,0,0,,Undefined,3, Sector 70 Gurgaon,21,0,0,0,0,,1950,,,,,,,,,,,,,,,,,,,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Parsvnath Exotica,480.0,14680,3,4,3,12,North-West,New Property,3, Sector 53 Gurgaon,15,0,0,0,0,,2895,,,,,,,,,,,,,,,,,,,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Godrej Nature Plus,130.0,8349,3,2,3,18,North,New Property,3, Sector-33 Sohna,22,0,0,0,0,,,1557,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,27,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Imperia The Esfera,90,6272,3,3,3,9,East,Undefined,3, Sector 37C Gurgaon,9,0,0,0,0,1100,1435,,,,,,,,,,,,,,,,,,,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DLF Icon,580.0,20707,4,4,3,18,,Undefined,4, DLF Phase 5,18,0,0,0,0,,2801,,,,,,,,,,,,,,,,,,,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
AIPL Zen Residences,140.0,11094,2,2,2,16,North-East,Undefined,2, Sector 70A Gurgaon,16,0,0,0,0,800,1262,,,,,,,,,,,,,,,,,,,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CHD Avenue ,95,7917,2,2,0,5,South,Undefined,2, Sector 71 Gurgaon,5,0,0,0,0,,1200,,,,,,,,,,,,,,,,,,,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Godrej Nature Plus,135.0,8670,3,2,3,17,,New Property,3, Sector-33 Sohna,22,0,0,0,0,,,1557,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,27,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ansal Heights ,95,5621,3,2,1,6,,New Property,3, Sector 86 Gurgaon,14,0,0,0,0,1690,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shree Vardhman Flora,70,4615,2,2,3,9,North-East,New Property,2, Sector 90 Gurgaon,15,0,1,0,0,,,1352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,23,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experion The Heartsong,300.0,18392,4,5,3,2,South-West,Relatively New,4, Sector 108 Gurgaon,14,1,0,0,0,1631.07,2204.25,2779,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1,1,1,5,1,1,1,1,4,4,8,1,7,70,2,1,0,2
HCBS Sports Ville,20,4219,1,1,1,3,East,New Property,1, Sohna,13,0,0,0,0,,473.99,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sare Crescent Parc,50,5000,2,2,3,2,,Moderately Old,2, Sector 92 Gurgaon,4,0,0,0,0,,,1000,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Capital,200.0,12012,3,3,2,24,,Under Construction,3, Sector 113 Gurgaon,36,0,0,0,0,,,1665,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,26,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATS Marigold,170.0,9714,3,3,3,8,North,Under Construction,3, Sector 89 A Gurgaon,22,0,1,0,0,1750,,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,39,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AVL  Gurgaon,65,8953,2,2,2,7,,Relatively New,2, Sector 36A Gurgaon,14,0,0,0,0,,,726,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DLF The Arbour,752.0,19000,4,4,3,15,West,Undefined,4, Sector 63 Gurgaon,15,0,0,0,0,2200,3956,,,,,,,,,,,,,,,,,,,0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MM Capital,287.0,12489,4,4,3,3,North-East,Under Construction,4, Sector 113 Gurgaon,36,1,0,0,0,2298,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,7,0,0,0,0
Godrej Nature Plus,120.0,14379,2,2,3,1,,New Property,2, Sector-33 Sohna,22,0,0,0,0,77.53,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,41,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tulip Lemon,60,10000,2,1,1,12,,Relatively New,2, Sector 69 Gurgaon,14,0,0,0,0,600,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,0,0,0,0,1,3,0,0,5,0,0,0,0
Shree Vardhman Victoria,180.0,9230,3,5,3,0,,New Property,3, Sector 70 Gurgaon,18,0,0,0,0,1950,,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,47,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0
Signature Global Synera,48,8026,2,2,1,14,,Relatively New,2, Sector 81 Gurgaon,14,0,0,0,0,498,,598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,0,0,0,2,1,1,1,0,0,1,3,0,0,11,0,0,0,1
Sahara Grace,430.0,12420,3,4,3,5,,Old Property,3, Chakkarpur,6,1,0,0,1,,,3462.01,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,9,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0,0,4,0,0,0,0,0,4,0,0,5,0,0,0,0,0
Smart World Gems,90,8159,2,2,2,3,,New Property,2, Sector 89 Gurgaon,4,0,1,0,0,,,1103,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aipl Peaceful Homes,275.0,12791,3,3,3,14,North-East,Undefined,3, Sector 70A Gurgaon,14,0,0,0,0,,2150,,,,,,,,,,,,,,,,,,,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BPTP Astaire Gardens,120.0,7058,3,3,3,2,,Relatively New,3, Sector 70A Gurgaon,3,0,0,0,0,,1450,1700,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,17,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1,0,1,1,3,1,1,1,1,3,2,5,0,5,10,0,0,0,2
Viridian The Plaza ,46,6571,1,1,1,18,,New Property,1, Sector 106 Gurgaon,26,0,0,0,0,700,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Signature Global City,110.00000000000001,8494,3,3,2,2,North,Under Construction,3, Sector 37D Gurgaon,4,0,0,0,0,1295,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,15,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0,0,0,1,1,0,0,0,0,0,3,0,3,6,0,0,0,0
Pareena Mi Casa,114.99999999999999,9236,2,2,3,8,East,New Property,2, Sector 68 Gurgaon,35,0,0,0,0,,,1245,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Huda Housing Board Society,45,9745,1,1,0,0,North-West,Moderately Old,1, Sector 52 Gurgaon,1,0,0,1,0,461.77,,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1,0,0,0,2,1,1,1,0,0,0,2,1,1,25,0,0,0,1
Signature The Serenas,45,8474,2,2,1,10,,New Property,2, Sohna,12,0,0,0,0,531,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Signature Global Orchard Avenue,40,5479,2,2,0,0,,Undefined,2, Sector 93 Gurgaon,16,0,0,0,0,,730,,,,,,,,,,,,,,,,,,,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trisara Our Homes ,40.3,4478,2,2,2,1,,Undefined,2, Sohna,1,0,0,0,0,602,900,,,,,,,,,,,,,,,,,,,0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
MM Heights,225.0,13608,2,2,3,5,,Under Construction,2, Sector 65 Gurgaon,35,0,0,0,0,1433,,,,,,,,,,,,,,,,,,,,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Adani Brahma Samsara Vilasa,340.0,10000,3,3,3,1,West,New Property,3, Sector 63 Gurgaon,4,0,0,0,0,,,3400,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,30,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,1,0,1,0,0,0,0,1,4,0,0,0,0,0
Vatika Independent Floors,145.0,8056,4,3,0,1,,Undefined,4, Sector 82 Gurgaon,1,0,0,0,0,,1800,,,,,,,,,,,,,,,,,,,0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Tulip Violet,120.0,10909,2,3,0,0,,Undefined,2, Sector 69 Gurgaon,15,0,0,0,0,,1100,,,,,,,,,,,,,,,,,,,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Heights,190.0,15000,2,2,3,4,,Under Construction,2, Sector 65 Gurgaon,34,0,0,0,0,,,1261,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,24,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Godrej Icon,165.0,9041,3,3,3,12,,New Property,3, Sector 88A Gurgaon,12,0,0,0,0,,,1825,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,32,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM Skywalk,270.0,13379,3,3,3,13,,New Property,3, Sector 74 Gurgaon,30,0,0,0,1,,,2018,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,53,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Signature Global Park,54,6388,2,2,3,4,East,New Property,2, Sohna,4,0,0,0,0,528.3,,845.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,28,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HCBS Sports Ville,22,3142,1,1,1,1,,New Property,1, Sohna,13,0,0,0,0,700,,,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,1,0,2,0,0,3,0,0,0,0
GLS Arawali Homes,29,6035,2,2,2,9,East,Relatively New,2, Sohna,13,0,0,0,0,480.53,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Global Hill View,32.5,4271,2,2,0,11,,Undefined,2, Sector 11 Gurgaon,11,0,0,0,0,,761,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zara Aavaas,20,6645,1,1,1,3,North-East,Undefined,1, Sector 104 Gurgaon,3,0,0,0,0,,301,,,,,,,,,,,,,,,,,,,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chintamani,157.0,8509,3,3,3,1,North-East,Undefined,3, Sector 103 Gurgaon,1,0,0,0,0,1350,1845,,,,,,,,,,,,,,,,,,,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Signature Global City,80,8421,2,2,2,2,,Under Construction,2, Sector 37D Gurgaon,4,0,0,0,0,,,950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,20,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,0,0,0,0
Signature Global City D Ph ,135.0,9375,3,3,3,3,,Under Construction,3, Sector 37D Gurgaon,4,0,0,1,0,1440,,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,33,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tulip Violet,200.0,10167,4,4,1,12,,Relatively New,4, Sector 69 Gurgaon,14,0,0,0,0,1967,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Signature Global Park,87,7190,3,2,3,4,,Undefined,3, Sohna,4,0,0,0,0,870,1210,,,,,,,,,,,,,,,,,,,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
