price,bedRoom,bathroom,balcony,floorNum,agePossession,sector,Servant_Room,Study_Room,Pooja_Room,Store_Room,Built_Up_Area,furnishing_type,luxury_category,Latitude,Longitude
110.0,3.0,3.0,3.0,12.0,Moderately Old,sector 84,0,0,0,0,1512.0,Fully Furnished,Luxurious,28.3979° N, 76.9736° E
130.0,3.0,3.0,3.0,4.0,Relatively New,sector 102,1,0,0,0,1320.0,Unfurnished,Semi Luxurious,28.4750° N, 76.9715° E
485.0,4.0,5.0,3.0,23.0,Relatively New,sector 58,1,1,1,0,3436.8,Fully Furnished,Semi Luxurious,28.4200° N, 77.1105° E
220.00000000000003,2.0,2.0,1.0,5.0,Relatively New,sector 58,0,0,1,0,1650.0,Fully Furnished,Semi Luxurious,28.4200° N, 77.1105° E
125.0,3.0,3.0,3.0,1.0,Relatively New,sector 108,1,0,1,0,1500.0,Fully Furnished,Luxurious,28.5134° N, 76.9830° E
155.0,3.0,3.0,3.0,7.0,Relatively New,sector 108,1,0,1,0,1750.0,Fully Furnished,Luxurious,28.5134° N, 76.9830° E
190.0,3.0,3.0,3.0,15.0,New Property,sector 102,0,0,1,0,1700.0,Unfurnished,Luxurious,28.4750° N, 76.9715° E
160.0,3.0,4.0,3.0,10.0,Relatively New,sector 92,1,0,0,0,1615.0,Fully Furnished,Luxurious,28.4079° N, 76.9153° E
300.0,4.0,5.0,3.0,10.0,Relatively New,sector 66,1,0,0,0,1680.0,Fully Furnished,Semi Luxurious,28.3925° N, 77.0541° E
220.00000000000003,2.0,2.0,2.0,6.0,Relatively New,sector 58,0,0,0,0,1100.0,Unfurnished,Semi Luxurious,28.4200° N, 77.1105° E
520.0,4.0,6.0,3.0,15.0,Relatively New,sector 112,1,0,1,0,3655.35,Fully Furnished,Luxurious,28.5189° N, 77.0183° E
235.0,3.0,4.0,3.0,8.0,Old Property,sector 28,1,0,0,0,1700.0,Fully Furnished,Luxurious,28.4728° N, 77.0865° E
277.0,4.0,4.0,3.0,3.0,Relatively New,sector 65,1,1,0,0,2370.0,Semi Furnished,Luxurious,28.4030° N, 77.0690° E
270.0,3.0,3.0,3.0,5.0,Relatively New,sector 65,1,0,0,1,1980.0,Fully Furnished,Luxurious,28.4030° N, 77.0690° E
235.0,3.0,3.0,3.0,3.0,Relatively New,sector 65,1,1,0,0,1980.0,Fully Furnished,Luxurious,28.4030° N, 77.0690° E
279.0,4.0,4.0,3.0,2.0,Relatively New,sector 65,1,1,0,0,2370.0,Semi Furnished,Luxurious,28.4030° N, 77.0690° E
230.0,3.0,4.0,3.0,3.0,Relatively New,sector 65,1,1,1,1,1980.0,Semi Furnished,Luxurious,28.4030° N, 77.0690° E
210.0,3.0,4.0,3.0,8.0,Old Property,sector 56,0,0,0,0,2200.0,Unfurnished,Luxurious,28.4245° N, 77.0991° E
135.0,3.0,2.0,2.0,1.0,Old Property,sector 56,0,0,0,0,1275.0,Unfurnished,Luxurious,28.4245° N, 77.0991° E
223.0,3.0,4.0,3.0,10.0,Relatively New,sector 104,1,0,0,0,1960.0,Fully Furnished,Luxurious,28.4788° N, 76.9960° E
208.0,4.0,4.0,3.0,3.0,Relatively New,sector 108,1,0,0,0,2631.0,Unfurnished,Luxurious,28.5134° N, 76.9830° E
130.0,3.0,3.0,3.0,7.0,Relatively New,sector 108,0,1,0,0,1406.4,Unfurnished,Luxurious,28.5134° N, 76.9830° E
48.0,2.0,2.0,1.0,5.0,Relatively New,sector 102,0,0,0,1,505.6,Unfurnished,Luxurious,28.4750° N, 76.9715° E
233.0,3.0,3.0,3.0,17.0,Relatively New,sector 108,0,0,0,1,1711.0,Fully Furnished,Luxurious,28.5134° N, 76.9830° E
175.0,3.0,3.0,3.0,7.0,Old Property,sector 48,1,0,0,0,2200.0,Fully Furnished,Luxurious,28.4177° N, 77.0359° E
160.0,3.0,3.0,3.0,13.0,Old Property,sector 48,0,0,0,0,1700.0,Fully Furnished,Luxurious,28.4177° N, 77.0359° E
150.0,3.0,3.0,3.0,1.0,Old Property,sector 48,0,0,0,0,1600.0,Fully Furnished,Luxurious,28.4177° N, 77.0359° E
190.0,3.0,3.0,3.0,2.0,Old Property,sector 49,0,0,0,0,1600.0,Fully Furnished,Semi Luxurious,28.4121° N, 77.0480° E
370.0,4.0,5.0,3.0,10.0,Relatively New,sector 60,1,0,0,0,2240.0,Fully Furnished,Luxurious,28.4003° N, 77.0975° E
375.0,4.0,5.0,3.0,15.0,Relatively New,sector 60,1,0,0,0,2240.0,Unfurnished,Luxurious,28.4003° N, 77.0975° E
340.0,3.0,4.0,3.0,15.0,Relatively New,sector 67,1,0,0,0,1886.4,Fully Furnished,Luxurious,28.3859° N, 77.0608° E
220.00000000000003,3.0,4.0,3.0,8.0,Relatively New,sector 109,1,0,0,0,1860.0,Unfurnished,Luxurious,28.5073° N, 77.0089° E
83.0,2.0,2.0,2.0,12.0,Relatively New,sector 83,0,0,1,0,1154.0,Unfurnished,Luxurious,28.3986° N, 76.9647° E
145.0,3.0,3.0,3.0,7.0,Relatively New,sector 102,1,0,0,0,1320.0,Unfurnished,Luxurious,28.4750° N, 76.9715° E
177.0,3.0,3.0,3.0,1.0,Relatively New,sector 102,0,0,0,0,1461.6,Unfurnished,Luxurious,28.4750° N, 76.9715° E
97.0,2.0,2.0,2.0,10.0,Relatively New,sector 102,0,0,0,0,732.0,Unfurnished,Luxurious,28.4750° N, 76.9715° E
235.0,3.0,3.0,3.0,14.0,Relatively New,sector 102,1,1,0,0,2078.4,Unfurnished,Luxurious,28.4750° N, 76.9715° E
190.0,3.0,4.0,3.0,8.0,Relatively New,sector 102,1,0,0,0,1511.2,Fully Furnished,Luxurious,28.4750° N, 76.9715° E
43.0,2.0,2.0,1.0,6.0,New Property,sector 86,0,1,0,0,601.2,Unfurnished,Semi Luxurious,28.3986° N, 76.9384° E
162.0,3.0,5.0,3.0,9.0,Relatively New,sector 70,1,0,0,0,1560.0,Unfurnished,Semi Luxurious,28.3968° N, 77.0233° E
199.0,3.0,4.0,3.0,17.0,Relatively New,sector 85,1,0,0,0,2398.0,Unfurnished,Luxurious,28.4042° N, 76.9513° E
123.0,2.0,2.0,3.0,1.0,Relatively New,sector 70,0,1,0,0,1080.0,Unfurnished,Semi Luxurious,28.3968° N, 77.0233° E
163.0,3.0,5.0,3.0,12.0,Relatively New,sector 70,1,0,0,0,1560.0,Unfurnished,Semi Luxurious,28.3968° N, 77.0233° E
164.0,3.0,5.0,3.0,3.0,Relatively New,sector 70,1,0,0,0,1560.0,Unfurnished,Semi Luxurious,28.3968° N, 77.0233° E
125.0,2.0,2.0,3.0,3.0,Relatively New,sector 70,0,1,0,0,1080.0,Unfurnished,Semi Luxurious,28.3968° N, 77.0233° E
190.0,4.0,4.0,3.0,8.0,Relatively New,sector 109,1,0,0,0,2444.0,Unfurnished,Luxurious,28.5073° N, 77.0089° E
120.0,3.0,2.0,2.0,8.0,Relatively New,sector 109,0,0,0,0,1504.0,Unfurnished,Luxurious,28.5073° N, 77.0089° E
163.0,3.0,3.0,2.0,8.0,Relatively New,sector 109,1,0,0,0,2036.0,Unfurnished,Luxurious,28.5073° N, 77.0089° E
123.0,3.0,3.0,2.0,19.0,Relatively New,sector 90,0,0,0,0,1395.2,Unfurnished,Semi Luxurious,28.4085° N, 76.9369° E
43.0,2.0,2.0,1.0,6.0,New Property,sector 86,0,0,0,0,601.2,Unfurnished,Semi Luxurious,28.3986° N, 76.9384° E
107.0,2.0,2.0,3.0,21.0,Relatively New,sector 85,0,0,1,0,1312.0,Unfurnished,Semi Luxurious,28.4042° N, 76.9513° E
173.0,4.0,5.0,3.0,8.0,Relatively New,sector 85,1,0,0,0,2017.0,Unfurnished,Not Luxurious,28.4042° N, 76.9513° E
145.0,3.0,4.0,2.0,3.0,New Property,sector 85,1,0,0,0,1616.0,Unfurnished,Not Luxurious,28.4042° N, 76.9513° E
187.0,3.0,3.0,3.0,31.0,Moderately Old,sector 82,0,0,1,0,1439.2,Unfurnished,Semi Luxurious,28.3935° N, 76.9600° E
185.0,3.0,3.0,3.0,15.0,Moderately Old,sector 82,0,0,0,0,1454.4,Unfurnished,Semi Luxurious,28.3935° N, 76.9600° E
175.0,4.0,4.0,3.0,3.0,Relatively New,sector 90,0,0,0,0,1772.0,Unfurnished,Semi Luxurious,28.4085° N, 76.9369° E
123.0,2.0,2.0,3.0,13.0,Relatively New,sector 86,0,1,0,0,1184.0,Unfurnished,Semi Luxurious,28.3986° N, 76.9384° E
125.0,2.0,2.0,3.0,13.0,Moderately Old,sector 86,0,1,0,0,1184.0,Unfurnished,Semi Luxurious,28.3986° N, 76.9384° E
560.0,4.0,6.0,3.0,8.0,Relatively New,sector 112,1,0,0,0,3655.35,Unfurnished,Luxurious,28.5189° N, 77.0183° E
145.0,3.0,3.0,3.0,8.0,Relatively New,sector 81,0,0,0,0,1650.0,Fully Furnished,Semi Luxurious,28.3867° N, 76.9485° E
270.0,4.0,4.0,3.0,18.0,Moderately Old,sector 82,1,0,0,0,2060.8,Unfurnished,Semi Luxurious,28.3935° N, 76.9600° E
42.5,2.0,2.0,1.0,2.0,New Property,sector 86,1,1,1,0,601.2,Unfurnished,Semi Luxurious,28.3986° N, 76.9384° E
345.0,4.0,4.0,3.0,25.0,Moderately Old,sector 81,1,0,0,0,2233.6,Unfurnished,Semi Luxurious,28.3867° N, 76.9485° E
325.0,4.0,4.0,3.0,11.0,Moderately Old,sector 81,1,0,0,0,2202.4,Unfurnished,Semi Luxurious,28.3867° N, 76.9485° E
35.0,2.0,2.0,1.0,7.0,Relatively New,sector 37c,0,0,0,0,850.0,Fully Furnished,Luxurious,28.4515° N, 76.9882° E
33.0,2.0,2.0,1.0,3.0,Relatively New,sector 37c,0,0,0,0,850.0,Fully Furnished,Luxurious,28.4515° N, 76.9882° E
110.0,3.0,3.0,3.0,6.0,Relatively New,sector 37,0,0,0,0,1700.0,Unfurnished,Luxurious,28.4375° N, 76.9999° E
108.0,3.0,3.0,3.0,9.0,Relatively New,sector 37,0,0,0,0,1700.0,Unfurnished,Luxurious,28.4375° N, 76.9999° E
140.0,3.0,3.0,3.0,5.0,Relatively New,sector 37,0,0,0,0,1711.0,Fully Furnished,Luxurious,28.4375° N, 76.9999° E
165.0,4.0,3.0,3.0,6.0,Relatively New,sector 37,0,0,0,0,2091.0,Fully Furnished,Luxurious,28.4375° N, 76.9999° E
167.0,4.0,4.0,3.0,11.0,Relatively New,sector 37,0,0,0,0,2091.0,Fully Furnished,Luxurious,28.4375° N, 76.9999° E
145.0,3.0,3.0,3.0,8.0,Relatively New,sector 37,0,0,0,0,1711.0,Fully Furnished,Luxurious,28.4375° N, 76.9999° E
261.0,3.0,3.0,3.0,14.0,Relatively New,sector 102,1,1,0,0,2200.0,Unfurnished,Semi Luxurious,28.4750° N, 76.9715° E
132.0,3.0,3.0,3.0,6.0,Relatively New,sector 103,0,1,0,0,1300.0,Unfurnished,Semi Luxurious,28.4949° N, 76.9845° E
145.0,3.0,3.0,3.0,8.0,Relatively New,sector 102,1,0,0,0,1300.0,Fully Furnished,Semi Luxurious,28.4750° N, 76.9715° E
73.0,2.0,2.0,3.0,5.0,Relatively New,sohna,0,0,1,0,1011.2,Unfurnished,Semi Luxurious,28.2470° N, 77.0650° E
71.5,2.0,2.0,3.0,10.0,Relatively New,sohna,0,1,0,0,1165.6,Unfurnished,Semi Luxurious,28.2470° N, 77.0650° E
65.5,2.0,2.0,3.0,12.0,Relatively New,sohna,0,0,1,0,1011.2,Unfurnished,Semi Luxurious,28.2470° N, 77.0650° E
90.0,3.0,3.0,3.0,3.0,Relatively New,sohna,0,0,1,0,1726.8,Unfurnished,Luxurious,28.2470° N, 77.0650° E
77.5,3.0,3.0,3.0,1.0,Relatively New,sohna,0,0,1,0,1452.0,Unfurnished,Luxurious,28.2470° N, 77.0650° E
70.0,3.0,3.0,3.0,2.0,Relatively New,sohna,0,0,1,0,1383.6,Unfurnished,Luxurious,28.2470° N, 77.0650° E
53.2,2.0,2.0,2.0,1.0,Relatively New,sohna,0,0,1,0,1014.0,Unfurnished,Luxurious,28.2470° N, 77.0650° E
52.0,2.0,2.0,2.0,3.0,Relatively New,sohna,0,0,1,0,986.4,Unfurnished,Luxurious,28.2470° N, 77.0650° E
90.5,3.0,3.0,3.0,1.0,Relatively New,sohna,0,0,1,0,1726.8,Unfurnished,Luxurious,28.2470° N, 77.0650° E
52.5,2.0,2.0,2.0,2.0,Relatively New,sohna,0,0,1,0,986.4,Unfurnished,Luxurious,28.2470° N, 77.0650° E
120.0,3.0,4.0,3.0,8.0,Relatively New,sector 37c,0,0,0,0,1635.0,Unfurnished,Luxurious,28.4515° N, 76.9882° E
122.0,3.0,4.0,3.0,5.0,Relatively New,sector 37c,0,0,0,0,1665.0,Unfurnished,Luxurious,28.4515° N, 76.9882° E
140.0,3.0,3.0,3.0,4.0,Relatively New,sector 37c,1,0,0,0,1890.0,Unfurnished,Luxurious,28.4515° N, 76.9882° E
73.0,2.0,2.0,3.0,9.0,Relatively New,sohna,0,0,1,0,1015.2,Unfurnished,Luxurious,28.2470° N, 77.0650° E
72.5,2.0,2.0,3.0,12.0,Relatively New,sohna,0,1,0,0,1165.6,Unfurnished,Luxurious,28.2470° N, 77.0650° E
72.5,2.0,2.0,3.0,8.0,Relatively New,sohna,0,0,0,0,1516.8,Unfurnished,Luxurious,28.2470° N, 77.0650° E
72.5,2.0,2.0,3.0,3.0,Relatively New,sohna,0,0,1,0,968.0,Unfurnished,Luxurious,28.2470° N, 77.0650° E
53.5,2.0,2.0,2.0,4.0,Relatively New,sohna,0,0,1,0,1014.0,Unfurnished,Luxurious,28.2470° N, 77.0650° E
67.0,2.0,2.0,3.0,4.0,Relatively New,sohna,0,0,1,0,968.0,Unfurnished,Luxurious,28.2470° N, 77.0650° E
78.0,3.0,3.0,3.0,3.0,Relatively New,sohna,0,0,1,0,1452.0,Unfurnished,Luxurious,28.2470° N, 77.0650° E
65.0,2.0,2.0,2.0,2.0,Relatively New,sohna,0,0,1,0,922.4,Unfurnished,Luxurious,28.2470° N, 77.0650° E
350.0,4.0,5.0,3.0,10.0,Relatively New,sector 111,1,0,0,0,2700.0,Fully Furnished,Semi Luxurious,28.5238° N, 77.0320° E
485.0,4.0,4.0,3.0,15.0,Relatively New,sector 66,1,1,1,1,3500.0,Fully Furnished,Luxurious,28.3925° N, 77.0541° E
190.0,4.0,4.0,3.0,19.0,Relatively New,sector 90,1,0,0,1,2181.6,Fully Furnished,Luxurious,28.4085° N, 76.9369° E
156.0,3.0,5.0,3.0,4.0,New Property,sector 99,1,0,0,0,1597.6,Fully Furnished,Semi Luxurious,28.4640° N, 76.9614° E
400.0,4.0,5.0,3.0,9.0,Relatively New,sector 72,1,0,0,0,2800.0,Fully Furnished,Luxurious,28.4225° N, 77.0211° E
300.0,3.0,3.0,3.0,4.0,Relatively New,sector 67,0,0,0,1,1900.0,Fully Furnished,Luxurious,28.3859° N, 77.0608° E
330.0,3.0,3.0,3.0,10.0,Relatively New,sector 72,1,0,0,0,2000.0,Fully Furnished,Luxurious,28.4225° N, 77.0211° E
210.0,3.0,4.0,2.0,12.0,Relatively New,sector 66,1,0,0,0,1800.0,Fully Furnished,Luxurious,28.3925° N, 77.0541° E
190.0,3.0,4.0,2.0,8.0,Relatively New,sector 66,1,0,0,0,1850.0,Fully Furnished,Luxurious,28.3925° N, 77.0541° E
240.0,3.0,2.0,3.0,5.0,Relatively New,sector 66,1,0,0,0,1700.0,Fully Furnished,Luxurious,28.3925° N, 77.0541° E
152.0,2.0,2.0,3.0,6.0,Relatively New,sector 74,0,0,0,1,1250.0,Unfurnished,Luxurious,28.4158° N, 77.0118° E
148.0,2.0,2.0,3.0,13.0,Relatively New,sector 74,0,0,0,1,1300.0,Unfurnished,Luxurious,28.4158° N, 77.0118° E
229.0,3.0,4.0,3.0,10.0,Relatively New,sector 81,1,1,0,0,2128.0,Semi Furnished,Luxurious,28.3867° N, 76.9485° E
400.0,3.0,4.0,3.0,5.0,Old Property,sector 58,1,0,0,0,1731.2,Fully Furnished,Semi Luxurious,28.4200° N, 77.1105° E
360.0,4.0,5.0,3.0,7.0,Relatively New,sector 110,1,0,0,0,2720.0,Fully Furnished,Luxurious,28.5145° N, 77.0197° E
138.0,3.0,3.0,2.0,1.0,Relatively New,sector 55,0,0,0,0,1144.0,Fully Furnished,Luxurious,28.4281° N, 77.1100° E
220.00000000000003,3.0,4.0,3.0,13.0,Relatively New,sector 109,1,0,0,0,1860.0,Fully Furnished,Luxurious,28.5073° N, 77.0089° E
449.0,5.0,5.0,3.0,4.0,Relatively New,sector 110,1,0,0,0,3104.0,Fully Furnished,Luxurious,28.5145° N, 77.0197° E
349.0,4.0,5.0,3.0,7.0,Relatively New,sector 110,1,0,0,0,2720.0,Fully Furnished,Luxurious,28.5145° N, 77.0197° E
370.0,4.0,5.0,3.0,7.0,Relatively New,sector 110,1,0,0,0,2720.0,Fully Furnished,Luxurious,28.5145° N, 77.0197° E
142.0,3.0,3.0,3.0,4.0,Relatively New,sector 102,0,0,0,0,1320.0,Unfurnished,Semi Luxurious,28.4750° N, 76.9715° E
450.0,4.0,4.0,3.0,0.0,Relatively New,sector 67,1,0,1,0,3160.0,Fully Furnished,Semi Luxurious,28.3859° N, 77.0608° E
185.0,3.0,3.0,3.0,24.0,Relatively New,sector 104,1,0,0,0,1832.0,Unfurnished,Luxurious,28.4788° N, 76.9960° E
262.0,4.0,4.0,3.0,14.0,Relatively New,sector 104,1,0,0,0,2520.0,Unfurnished,Luxurious,28.4788° N, 76.9960° E
110.0,3.0,3.0,3.0,5.0,Relatively New,sector 83,0,0,0,0,1600.0,Unfurnished,Semi Luxurious,28.3986° N, 76.9647° E
133.0,2.0,2.0,3.0,6.0,Relatively New,sector 79,0,1,0,0,1247.2,Unfurnished,Luxurious,28.3624° N, 76.9787° E
134.0,2.0,2.0,3.0,2.0,Relatively New,sector 79,0,1,0,0,1257.6,Unfurnished,Luxurious,28.3624° N, 76.9787° E
118.0,2.0,2.0,3.0,7.0,Relatively New,sector 79,0,0,0,0,1106.4,Unfurnished,Luxurious,28.3624° N, 76.9787° E
95.0,2.0,2.0,3.0,5.0,Relatively New,sector 83,0,0,0,0,1300.0,Unfurnished,Semi Luxurious,28.3986° N, 76.9647° E
98.0,2.0,2.0,3.0,5.0,Relatively New,sector 83,0,0,0,0,1300.0,Unfurnished,Semi Luxurious,28.3986° N, 76.9647° E
115.0,3.0,4.0,3.0,12.0,Relatively New,sector 106,1,1,0,0,1186.0,Fully Furnished,Luxurious,28.5007° N, 77.0003° E
90.0,3.0,2.0,3.0,6.0,Relatively New,sector 69,0,0,1,0,1591.2,Unfurnished,Semi Luxurious,28.3966° N, 77.0341° E
252.0,4.0,4.0,3.0,19.0,Relatively New,sector 104,1,0,0,1,2800.0,Fully Furnished,Luxurious,28.4788° N, 76.9960° E
201.0,3.0,4.0,3.0,6.0,Relatively New,sector 79,1,0,0,0,1892.8,Unfurnished,Luxurious,28.3624° N, 76.9787° E
193.0,3.0,4.0,3.0,5.0,Relatively New,sector 79,1,0,0,0,1809.6,Unfurnished,Luxurious,28.3624° N, 76.9787° E
128.0,3.0,3.0,3.0,7.0,Relatively New,sector 79,0,0,0,0,1204.0,Unfurnished,Luxurious,28.3624° N, 76.9787° E
191.0,3.0,4.0,3.0,7.0,Relatively New,sector 79,1,0,0,0,1795.2,Unfurnished,Luxurious,28.3624° N, 76.9787° E
134.0,3.0,3.0,3.0,7.0,Relatively New,sector 79,0,0,0,0,1257.6,Unfurnished,Luxurious,28.3624° N, 76.9787° E
170.0,3.0,3.0,3.0,22.0,Relatively New,sector 109,0,0,0,0,1550.0,Unfurnished,Luxurious,28.5073° N, 77.0089° E
350.0,3.0,3.0,3.0,7.0,Moderately Old,sector 66,1,0,0,1,2125.0,Fully Furnished,Luxurious,28.3925° N, 77.0541° E
183.0,4.0,3.0,3.0,8.0,New Property,sector 92,1,0,0,0,1860.0,Fully Furnished,Luxurious,28.4079° N, 76.9153° E
125.0,3.0,4.0,3.0,0.0,Old Property,sector 90,1,0,0,0,1736.4,Semi Furnished,Semi Luxurious,28.4085° N, 76.9369° E
180.0,3.0,4.0,3.0,6.0,Relatively New,sector 83,1,0,0,0,1800.0,Fully Furnished,Semi Luxurious,28.3986° N, 76.9647° E
140.0,3.0,3.0,3.0,11.0,Relatively New,sector 83,1,0,0,0,1376.0,Semi Furnished,Semi Luxurious,28.3986° N, 76.9647° E
154.0,2.0,2.0,3.0,22.0,Relatively New,sector 74,0,0,0,0,1200.0,Unfurnished,Luxurious,28.4158° N, 77.0118° E
600.0,3.0,4.0,3.0,6.0,Moderately Old,sector 53,1,0,0,0,1960.0,Fully Furnished,Semi Luxurious,28.4433° N, 77.0948° E
485.0,3.0,4.0,3.0,25.0,Relatively New,sector 54,1,0,0,0,1500.0,Semi Furnished,Semi Luxurious,28.4348° N, 77.1089° E
486.00000000000006,3.0,4.0,3.0,7.0,Relatively New,sector 54,1,0,0,0,1500.0,Fully Furnished,Semi Luxurious,28.4348° N, 77.1089° E
515.0,3.0,3.0,3.0,8.0,Moderately Old,sector 48,1,0,0,0,2364.0,Semi Furnished,Semi Luxurious,28.4177° N, 77.0359° E
178.0,3.0,4.0,2.0,5.0,Relatively New,sector 48,0,1,1,0,1420.8000000000002,Unfurnished,Not Luxurious,28.4177° N, 77.0359° E
179.0,3.0,3.0,3.0,9.0,Old Property,sector 49,1,0,0,0,1680.0,Unfurnished,Semi Luxurious,28.4121° N, 77.0480° E
144.0,3.0,3.0,2.0,6.0,Moderately Old,sector 55,0,0,0,0,1700.0,Fully Furnished,Semi Luxurious,28.4281° N, 77.1100° E
159.0,4.0,3.0,3.0,3.0,Old Property,sector 56,0,0,0,0,1900.0,Unfurnished,Semi Luxurious,28.4245° N, 77.0991° E
199.0,4.0,4.0,3.0,4.0,Old Property,sector 56,0,0,1,0,2000.0,Fully Furnished,Semi Luxurious,28.4245° N, 77.0991° E
154.0,3.0,3.0,2.0,6.0,Old Property,sector 56,1,0,1,0,1920.0,Fully Furnished,Semi Luxurious,28.4245° N, 77.0991° E
139.0,3.0,2.0,3.0,6.0,Old Property,sector 56,1,0,1,0,1750.0,Unfurnished,Semi Luxurious,28.4245° N, 77.0991° E
174.0,3.0,3.0,3.0,2.0,Old Property,sector 56,1,0,1,0,2400.0,Fully Furnished,Semi Luxurious,28.4245° N, 77.0991° E
128.0,2.0,2.0,3.0,10.0,Relatively New,sector 102,0,0,0,0,972.0,Unfurnished,Semi Luxurious,28.4750° N, 76.9715° E
172.0,3.0,4.0,3.0,7.0,Relatively New,sector 109,1,0,0,0,1797.0,Unfurnished,Luxurious,28.5073° N, 77.0089° E
150.0,3.0,3.0,3.0,7.0,Relatively New,sector 109,0,0,0,0,1466.0,Fully Furnished,Luxurious,28.5073° N, 77.0089° E
141.0,2.0,2.0,3.0,0.0,Relatively New,sector 102,0,0,0,0,1094.4,Unfurnished,Semi Luxurious,28.4750° N, 76.9715° E
350.0,3.0,3.0,2.0,3.0,Moderately Old,sector 65,1,0,0,0,1680.0,Fully Furnished,Luxurious,28.4030° N, 77.0690° E
150.0,3.0,4.0,3.0,4.0,Relatively New,sector 109,1,0,0,0,1797.0,Unfurnished,Not Luxurious,28.5073° N, 77.0089° E
145.0,3.0,4.0,3.0,4.0,Relatively New,sector 109,1,0,0,0,1797.0,Fully Furnished,Not Luxurious,28.5073° N, 77.0089° E
213.0,4.0,4.0,3.0,2.0,Relatively New,sector 85,0,0,0,0,2600.0,Unfurnished,Semi Luxurious,28.4042° N, 76.9513° E
200.0,3.0,4.0,3.0,6.0,Relatively New,sector 85,1,0,0,0,2300.0,Unfurnished,Semi Luxurious,28.4042° N, 76.9513° E
210.0,4.0,4.0,3.0,7.0,Relatively New,sector 85,1,1,1,0,2600.0,Unfurnished,Semi Luxurious,28.4042° N, 76.9513° E
213.0,4.0,4.0,3.0,6.0,Relatively New,sector 85,0,0,0,0,2600.0,Unfurnished,Semi Luxurious,28.4042° N, 76.9513° E
125.0,2.0,2.0,3.0,10.0,Relatively New,sector 85,0,0,0,0,1730.0,Unfurnished,Semi Luxurious,28.4042° N, 76.9513° E
119.0,2.0,2.0,3.0,4.0,Relatively New,sector 83,0,0,0,0,1630.0,Unfurnished,Semi Luxurious,28.3986° N, 76.9647° E
117.0,2.0,2.0,3.0,11.0,Relatively New,sector 83,0,0,0,0,1660.0,Unfurnished,Semi Luxurious,28.3986° N, 76.9647° E
209.0,4.0,4.0,3.0,8.0,Relatively New,sector 85,1,1,1,0,2600.0,Unfurnished,Semi Luxurious,28.4042° N, 76.9513° E
217.0,4.0,4.0,3.0,7.0,Relatively New,sector 85,1,1,1,0,2600.0,Unfurnished,Semi Luxurious,28.4042° N, 76.9513° E
214.0,4.0,4.0,3.0,6.0,Relatively New,sector 85,1,1,1,0,2300.0,Unfurnished,Semi Luxurious,28.4042° N, 76.9513° E
210.0,4.0,4.0,3.0,2.0,Relatively New,sector 85,0,0,0,0,2600.0,Unfurnished,Semi Luxurious,28.4042° N, 76.9513° E
198.0,3.0,4.0,3.0,6.0,Relatively New,sector 85,0,0,0,0,2300.0,Unfurnished,Semi Luxurious,28.4042° N, 76.9513° E
124.0,2.0,2.0,3.0,10.0,Relatively New,sector 85,0,0,0,0,1730.0,Unfurnished,Semi Luxurious,28.4042° N, 76.9513° E
118.0,2.0,2.0,3.0,4.0,Relatively New,sector 85,0,0,0,0,1630.0,Unfurnished,Semi Luxurious,28.4042° N, 76.9513° E
120.0,2.0,2.0,3.0,15.0,Relatively New,sector 85,0,0,0,0,1660.0,Unfurnished,Semi Luxurious,28.4042° N, 76.9513° E
119.0,2.0,2.0,3.0,11.0,Relatively New,sector 85,0,0,0,0,1670.0,Unfurnished,Semi Luxurious,28.4042° N, 76.9513° E
209.0,3.0,3.0,3.0,0.0,Relatively New,sector 49,0,0,0,0,1444.0,Unfurnished,Semi Luxurious,28.4121° N, 77.0480° E
245.00000000000003,3.0,3.0,3.0,0.0,Relatively New,sector 49,0,1,0,0,1648.8000000000002,Unfurnished,Semi Luxurious,28.4121° N, 77.0480° E
223.0,3.0,3.0,3.0,14.0,Relatively New,sector 49,0,0,0,0,1626.4,Unfurnished,Semi Luxurious,28.4121° N, 77.0480° E
421.0,5.0,6.0,3.0,14.0,Relatively New,sector 49,1,0,1,0,2845.6000000000004,Unfurnished,Semi Luxurious,28.4121° N, 77.0480° E
416.0,5.0,4.0,3.0,14.0,Relatively New,sector 49,1,1,0,0,2845.6000000000004,Unfurnished,Semi Luxurious,28.4121° N, 77.0480° E
452.0,5.0,5.0,3.0,14.0,Moderately Old,sector 49,1,1,1,0,3292.0,Unfurnished,Semi Luxurious,28.4121° N, 77.0480° E
95.0,2.0,2.0,3.0,5.0,Relatively New,sector 79,0,0,0,0,1740.0,Unfurnished,Luxurious,28.3624° N, 76.9787° E
150.0,2.0,3.0,3.0,1.0,Relatively New,sector 66,1,0,0,0,1330.0,Fully Furnished,Luxurious,28.3925° N, 77.0541° E
500.0,4.0,4.0,3.0,13.0,Relatively New,sector 59,1,1,1,1,4594.8,Fully Furnished,Luxurious,28.4051° N, 77.1097° E
400.0,4.0,5.0,3.0,22.0,Relatively New,sector 72,1,0,0,0,2324.0,Fully Furnished,Luxurious,28.4225° N, 77.0211° E
36.5,2.0,2.0,2.0,6.0,Relatively New,sector 93,0,0,0,0,652.236,Unfurnished,Not Luxurious,28.4153° N, 76.9326° E
